Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
1,Justin Abdelkader\abdelju01,31,DET,LW,60,5,10,15,-11,34,0.3,3,1,1,0,9,1,0,85,5.9,947,15:47,31,152,48,48,50.0
2,Pontus Aberg\abergpo01,25,TOT,LW,42,11,11,22,-11,14,2.0,8,3,0,1,8,3,0,79,13.9,642,15:17,9,36,2,10,16.7
2,Pontus Aberg\abergpo01,25,ANA,LW,37,11,8,19,-10,14,1.9,8,3,0,1,7,1,0,74,14.9,578,15:37,7,31,2,9,18.2
2,Pontus Aberg\abergpo01,25,MIN,LW,5,0,3,3,-1,0,0.2,0,0,0,0,1,2,0,5,0.0,64,12:46,2,5,0,1,0.0
3,Noel Acciari\acciano01,27,BOS,C,50,2,3,5,-8,23,-0.1,2,0,0,1,3,0,0,66,3.0,638,12:46,29,169,119,98,54.8
4,Kenny Agostino\agostke01,26,TOT,LW,40,2,11,13,-2,26,0.8,2,0,0,0,8,3,0,42,4.8,454,11:21,4,90,9,16,36.0
4,Kenny Agostino\agostke01,26,MTL,LW,36,2,9,11,-1,26,0.7,2,0,0,0,6,3,0,38,5.3,403,11:11,4,80,8,14,36.4
4,Kenny Agostino\agostke01,26,NJD,LW,4,0,2,2,-1,0,0.1,0,0,0,0,2,0,0,4,0.0,51,12:45,0,10,1,2,33.3
5,Sebastian Aho\ahose01,21,CAR,RW,59,24,43,67,21,18,9.1,18,3,3,4,26,16,1,179,13.4,1181,20:01,29,48,421,444,48.7
6,Mark Alt\altma01,27,COL,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,20,9:55,2,0,0,0,
7,Karl Alzner\alzneka01,30,MTL,D,9,0,1,1,1,2,0.4,0,0,0,0,1,0,0,8,0.0,156,17:18,10,13,0,0,
8,Michael Amadio\amadimi01,22,LAK,C,35,3,4,7,-2,6,0.6,3,0,0,0,4,0,0,27,11.1,356,10:11,12,13,69,101,40.6
9,Joey Anderson\anderjo08,20,NJD,RW,16,2,1,3,-3,4,0.2,1,0,1,1,1,0,0,25,8.0,193,12:05,7,20,1,2,33.3
10,Josh Anderson\anderjo05,24,CBJ,RW,57,20,10,30,15,48,4.3,16,3,1,3,9,1,0,157,12.7,956,16:46,31,149,5,12,29.4
11,Jaret Anderson-Dolan\anderja01,19,LAK,C,5,0,1,1,-2,0,0.0,0,0,0,0,1,0,0,6,0.0,58,11:36,2,5,4,5,44.4
12,Lias Andersson\anderli01,20,NYR,C,21,1,3,4,-5,12,0.1,1,0,0,0,3,0,0,22,4.5,218,10:23,4,36,25,33,43.1
13,Rasmus Andersson\anderra01,22,CGY,D,55,1,8,9,7,23,2.3,1,0,0,0,7,1,0,71,1.4,839,15:15,65,41,0,0,
14,Sven Andrighetto\andrisv01,25,COL,RW,40,4,3,7,1,6,0.4,4,0,0,0,3,0,0,64,6.3,452,11:18,19,18,2,7,22.2
15,Artem Anisimov\anisiar01,30,CHI,C,55,9,17,26,-6,12,1.8,9,0,0,1,14,3,0,95,9.5,878,15:58,19,21,212,238,47.1
16,Mason Appleton\applema01,23,WPG,C,33,3,7,10,11,4,1.4,3,0,0,1,7,0,0,28,10.7,268,8:08,11,22,0,1,0.0
17,Darren Archibald\archida02,28,TOT,RW,11,1,1,2,-1,12,0.2,1,0,0,0,1,0,0,10,10.0,79,7:09,4,9,0,1,0.0
17,Darren Archibald\archida02,28,VAN,RW,9,1,1,2,-1,12,0.2,1,0,0,0,1,0,0,8,12.5,69,7:38,3,8,0,1,0.0
17,Darren Archibald\archida02,28,OTT,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,10,4:58,1,1,0,0,
18,Josh Archibald\archijo01,26,ARI,RW,44,7,6,13,1,9,1.7,7,0,0,1,5,0,1,62,11.3,586,13:20,22,109,10,21,32.3
19,Joel Armia\armiajo01,25,MTL,RW,34,6,7,13,2,10,1.2,5,0,1,0,5,2,0,91,6.6,570,16:46,12,70,5,21,19.2
20,Viktor Arvidsson\arvidvi01,25,NSH,LW,37,26,8,34,12,22,5.6,24,1,1,5,8,0,0,127,20.5,711,19:13,10,13,2,14,12.5
21,Zach Aston-Reese\astonza01,24,PIT,C,33,6,7,13,11,20,1.6,5,0,1,1,7,0,0,57,10.5,434,13:09,28,110,8,6,57.1
22,Andreas Athanasiou\athanan01,24,DET,C,54,20,17,37,-5,16,4.3,18,2,0,2,13,4,0,156,12.8,881,16:19,17,19,57,101,36.1
23,Cam Atkinson\atkinca01,29,CBJ,RW,55,32,23,55,10,18,7.6,24,6,2,7,19,4,0,220,14.5,1083,19:41,21,20,11,31,26.2
24,Nicolas Aube-Kubel\aubekni01,22,PHI,RW,9,0,0,0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,50,5:35,0,14,0,0,
25,David Backes\backeda01,34,BOS,C,47,5,8,13,-4,10,1.1,3,2,0,1,4,4,0,86,5.8,627,13:20,21,91,166,123,57.4
26,Mikael Backlund\backlmi01,29,CGY,C,54,13,18,31,25,34,3.7,12,0,1,1,16,1,1,130,10.0,969,17:57,19,40,387,393,49.6
27,Nicklas Backstrom\backsni02,31,WSH,C,58,13,42,55,6,20,4.8,7,6,0,4,28,14,0,125,10.4,1171,20:11,21,39,526,543,49.2
28,Sven Baertschi\baertsv01,26,VAN,LW,22,8,5,13,-5,6,1.5,5,3,0,0,1,4,0,40,20.0,344,15:38,13,16,1,3,25.0
29,Josh Bailey\bailejo01,29,NYI,C,58,13,31,44,14,15,5.3,10,2,1,3,20,11,0,94,13.8,992,17:06,21,14,110,101,52.1
30,Justin Bailey\baileju01,23,PHI,RW,2,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,11,5:33,0,3,0,0,
31,Rudolfs Balcers\balceru01,21,OTT,LW,15,2,3,5,2,2,0.6,1,1,0,0,3,0,0,19,10.5,151,10:04,10,8,0,1,0.0
32,Ivan Barbashev\barbaiv01,23,STL,C,56,8,10,18,-7,9,1.9,6,0,2,0,10,0,0,35,22.9,641,11:27,22,52,131,141,48.2
33,Mark Barberio\barbema01,28,COL,D,12,1,0,1,-6,4,-0.1,1,0,0,0,0,0,0,11,9.1,183,15:14,14,13,0,0,
34,Aleksander Barkov\barkoal01,23,FLA,C,57,22,35,57,-19,2,5.7,13,9,0,4,24,11,0,144,15.3,1301,22:49,47,16,753,649,53.7
35,Tyson Barrie\barrity01,27,COL,D,54,6,34,40,-7,26,5.2,4,2,0,0,18,16,0,141,4.3,1185,21:56,58,36,0,0,
36,Matt Bartkowski\bartkma01,30,MIN,D,2,1,0,1,2,0,0.4,1,0,0,0,0,0,0,2,50.0,21,10:42,1,1,0,0,
37,Mathew Barzal\barzama01,21,NYI,C,58,17,33,50,-6,34,5.5,14,3,0,3,18,15,0,132,12.9,1052,18:08,37,14,172,245,41.2
38,Nathan Bastian\bastina01,21,NJD,RW,1,0,0,0,-1,5,0.0,0,0,0,0,0,0,0,0,,10,9:32,0,1,0,0,
39,Drake Batherson\bathedr01,20,OTT,C,17,3,5,8,-3,6,0.7,1,2,0,2,4,1,0,16,18.8,233,13:41,19,15,2,1,66.7
40,Gavin Bayreuther\bayrega01,24,DAL,D,19,2,3,5,2,10,1.7,2,0,0,0,1,2,0,25,8.0,346,18:11,19,11,0,0,
41,Jay Beagle\beaglja01,33,VAN,RW,36,2,6,8,-3,10,0.3,1,0,1,0,6,0,0,29,6.9,486,13:31,23,65,249,217,53.4
42,Jake Bean\beanja01,20,CAR,D,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,17,8:28,0,1,0,0,
43,Nathan Beaulieu\beaulna01,26,BUF,D,27,3,4,7,0,30,1.6,3,0,0,0,3,1,0,32,9.4,399,14:46,25,32,0,0,
44,Anthony Beauvillier\beauvan01,21,NYI,LW,57,13,7,20,-1,6,2.5,12,1,0,2,6,1,0,120,10.8,861,15:06,28,52,14,22,38.9
45,Matt Beleskey\belesma01,30,NYR,LW,4,1,0,1,1,5,0.2,1,0,0,0,0,0,0,3,33.3,29,7:22,1,7,1,0,100.0
46,Pierre-Edouard Bellemare\bellepi01,33,VEG,LW,59,4,6,10,1,4,0.5,3,0,1,0,6,0,0,74,5.4,737,12:29,37,45,306,265,53.6
47,Louie Belpedio\belpelo01,22,MIN,D,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,,26,13:08,4,1,0,0,
48,Jamie Benn\bennja01,29,DAL,LW,57,19,20,39,7,48,5.1,12,7,0,2,18,2,0,132,14.4,1044,18:19,55,101,156,174,47.3
49,Jordie Benn\bennjo01,31,MTL,D,58,4,10,14,9,31,4.1,4,0,0,1,10,0,0,61,6.6,1060,18:17,101,102,0,0,
50,Sam Bennett\bennesa01,22,CGY,C,56,11,11,22,-2,81,1.9,7,4,0,2,9,2,0,91,12.1,760,13:35,22,99,49,35,58.3
51,Matt Benning\bennima01,24,EDM,D,46,2,8,10,8,29,2.9,2,0,0,0,6,1,1,61,3.3,679,14:46,33,79,0,0,
52,Patrice Bergeron\bergepa01,33,BOS,C,43,21,34,55,16,24,7.4,13,7,1,2,20,13,1,147,14.3,810,18:50,39,35,555,409,57.6
53,Patrik Berglund\berglpa01,30,BUF,C,23,2,2,4,-5,6,0.0,2,0,0,0,2,0,0,25,8.0,300,13:03,16,25,68,48,58.6
54,Tyler Bertuzzi\bertuty01,23,DET,LW,51,14,16,30,6,30,3.5,13,1,0,2,15,1,0,80,17.5,802,15:44,28,57,10,18,35.7
55,Alex Biega\biegaal01,30,VAN,D,21,1,6,7,2,16,1.5,1,0,0,0,5,1,0,49,2.0,318,15:09,16,60,0,0,
56,Clark Bishop\bishocl01,22,CAR,C,20,1,2,3,-3,6,0.1,1,0,0,0,2,0,0,16,6.3,189,9:27,5,39,69,78,46.9
57,Anthony Bitetto\bitetan01,28,TOT,D,25,0,3,3,-2,10,0.7,0,0,0,0,3,0,0,24,0.0,294,11:47,27,58,0,0,
57,Anthony Bitetto\bitetan01,28,NSH,D,18,0,3,3,1,8,0.7,0,0,0,0,3,0,0,15,0.0,192,10:40,23,40,0,0,
57,Anthony Bitetto\bitetan01,28,MIN,D,7,0,0,0,-3,2,0.0,0,0,0,0,0,0,0,9,0.0,102,14:38,4,18,0,0,
58,Anders Bjork\bjorkan01,22,BOS,LW,20,1,2,3,-1,2,0.2,1,0,0,0,2,0,0,18,5.6,236,11:48,12,9,1,0,100.0
59,Oliver Bjorkstrand\bjorkol01,23,CBJ,RW,52,10,10,20,-1,4,2.1,9,1,0,0,10,0,0,98,10.2,634,12:12,25,24,5,7,41.7
60,Nick Bjugstad\bjugsni01,26,TOT,C,41,6,10,16,0,22,1.4,5,1,0,2,7,3,0,82,7.3,606,14:46,19,68,144,136,51.4
60,Nick Bjugstad\bjugsni01,26,FLA,C,32,5,7,12,2,16,1.2,4,1,0,1,5,2,0,60,8.3,464,14:30,18,44,103,99,51.0
60,Nick Bjugstad\bjugsni01,26,PIT,C,9,1,3,4,-2,6,0.2,1,0,0,1,2,1,0,22,4.5,142,15:44,1,24,41,37,52.6
61,Colin Blackwell\blackco01,25,NSH,C,6,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,5,0.0,58,9:44,3,10,13,16,44.8
62,Sammy Blais\blaissa01,22,STL,LW,24,2,1,3,-3,6,0.2,2,0,0,0,1,0,0,21,9.5,235,9:48,8,74,0,1,0.0
63,Joseph Blandisi\blandjo01,24,TOT,C,4,0,0,0,-1,6,-0.1,0,0,0,0,0,0,0,3,0.0,39,9:41,1,5,0,0,
63,Joseph Blandisi\blandjo01,24,ANA,C,3,0,0,0,-1,6,-0.1,0,0,0,0,0,0,0,1,0.0,32,10:39,0,4,0,0,
63,Joseph Blandisi\blandjo01,24,PIT,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,7,6:47,1,1,0,0,
64,Teddy Blueger\bluegte01,24,PIT,C,9,3,1,4,2,7,0.6,3,0,0,1,1,0,0,11,27.3,89,9:53,3,25,6,9,40.0
65,Mikkel Boedker\boedkmi01,29,OTT,RW,51,6,22,28,-15,6,1.7,4,2,0,1,17,5,0,65,9.2,768,15:03,20,42,7,8,46.7
66,Brock Boeser\boesebr01,21,VAN,RW,47,21,19,40,12,18,5.6,18,3,0,3,13,6,0,146,14.4,909,19:21,15,12,13,22,37.1
67,Zach Bogosian\bogosza01,28,BUF,D,51,2,12,14,-4,42,2.9,2,0,0,0,11,1,0,70,2.9,1102,21:37,89,63,0,0,
68,Nick Bonino\boninni01,30,NSH,C,60,14,13,27,24,16,3.8,11,3,0,1,12,0,1,85,16.5,990,16:30,54,23,441,429,50.7
69,Henrik Borgström\borgshe01,21,FLA,C,26,5,4,9,-11,0,0.6,3,2,0,0,3,1,0,37,13.5,352,13:32,8,10,102,138,42.5
70,Mark Borowiecki\borowma01,29,OTT,D,38,0,3,3,-8,81,0.5,0,0,0,0,3,0,0,41,0.0,582,15:19,59,153,0,0,
71,Robert Bortuzzo\borturo01,29,STL,D,37,2,7,9,4,35,2.9,2,0,0,0,6,0,1,49,4.1,581,15:42,51,59,0,0,
72,Evan Bouchard\bouchev01,19,EDM,D,7,1,0,1,-5,2,0.0,0,1,0,0,0,0,0,10,10.0,86,12:21,8,6,0,0,
73,Reid Boucher\bouchre01,25,VAN,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,5,5:28,0,1,0,0,
74,Gabriel Bourque\bourqga01,28,COL,LW,39,0,5,5,-2,6,-0.2,0,0,0,0,4,0,1,23,0.0,396,10:09,40,70,6,9,40.0
75,Jay Bouwmeester\bouwmja01,35,STL,D,54,2,10,12,-3,30,4.1,2,0,0,1,10,0,0,54,3.7,1099,20:21,90,37,0,0,
76,Madison Bowey\boweyma01,23,WSH,D,33,1,5,6,3,38,1.2,1,0,0,1,5,0,0,34,2.9,454,13:45,41,47,0,0,
77,Johnny Boychuk\boychjo01,35,NYI,D,57,3,11,14,9,17,5.0,2,1,0,1,8,2,1,133,2.3,1075,18:52,83,108,0,0,
78,Travis Boyd\boydtr01,25,WSH,C,34,4,11,15,4,4,1.4,4,0,0,0,9,2,0,24,16.7,356,10:28,16,8,73,122,37.4
79,Brian Boyle\boylebr01,34,TOT,C,53,14,6,20,-15,22,2.0,7,6,1,3,3,2,1,94,14.9,729,13:45,37,101,126,126,50.0
79,Brian Boyle\boylebr01,34,NJD,C,47,13,6,19,-13,22,2.0,6,6,1,2,3,2,1,81,16.0,650,13:49,36,88,103,102,50.2
79,Brian Boyle\boylebr01,34,NSH,C,6,1,0,1,-2,0,0.0,1,0,0,1,0,0,0,13,7.7,79,13:10,1,13,23,24,48.9
80,Tyler Bozak\bozakty01,32,STL,C,49,9,14,23,-2,12,2.5,7,2,0,2,12,2,0,95,9.5,804,16:24,26,47,314,260,54.7
81,Derick Brassard\brassde01,31,TOT,C,48,10,9,19,-10,31,1.4,10,0,0,0,6,3,0,74,13.5,723,15:04,12,80,213,235,47.5
81,Derick Brassard\brassde01,31,PIT,C,40,9,6,15,-6,29,1.2,9,0,0,0,4,2,0,62,14.5,597,14:56,12,69,200,221,47.5
81,Derick Brassard\brassde01,31,FLA,C,8,1,3,4,-4,2,0.2,1,0,0,0,2,1,0,12,8.3,126,15:47,0,11,13,14,48.1
82,Jesper Bratt\brattje01,20,NJD,W,45,6,22,28,-9,6,2.3,5,1,0,1,15,7,0,82,7.3,672,14:57,19,34,4,1,80.0
83,Justin Braun\braunju01,31,SJS,D,55,1,12,13,-4,18,2.6,1,0,0,0,11,1,0,75,1.3,1107,20:08,94,83,0,0,
84,Connor Brickley\brickco01,26,NYR,C,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,2,0.0,14,7:11,0,5,0,0,
85,Daniel Brickley\brickda01,23,LAK,D,4,0,1,1,-2,0,0.1,0,0,0,0,1,0,0,2,0.0,51,12:49,4,5,0,0,
86,Guillaume Brisebois\brisegu01,21,VAN,D,2,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,1,0.0,16,8:12,1,2,0,0,
87,T.J. Brodie\broditj01,28,CGY,D,58,7,22,29,26,20,6.6,5,1,1,1,19,3,0,75,9.3,1277,22:01,62,14,0,1,0.0
88,Jonas Brodin\brodijo01,25,MIN,D,59,4,9,13,-10,26,3.6,3,0,1,2,8,1,0,71,5.6,1210,20:31,90,41,0,0,
89,Kyle Brodziak\brodzky01,34,EDM,C,53,4,3,7,-13,14,-0.2,3,0,1,1,3,0,0,59,6.8,651,12:17,35,72,321,293,52.3
90,Troy Brouwer\brouwtr01,33,FLA,RW,50,7,4,11,-11,28,0.7,7,0,0,0,4,0,0,59,11.9,604,12:04,27,104,15,26,36.6
91,Connor Brown\brownco02,25,TOR,RW,58,5,15,20,11,12,1.6,5,0,0,0,13,1,1,61,8.2,821,14:10,27,26,16,25,39.0
92,Dustin Brown\browndu01,34,LAK,RW,48,12,20,32,-5,12,3.2,6,5,1,3,18,1,1,117,10.3,985,20:31,23,105,0,14,0.0
93,J.T. Brown\brownjt01,28,MIN,RW,35,1,3,4,-5,22,0.0,1,0,0,0,3,0,0,37,2.7,309,8:49,7,68,4,10,28.6
94,Josh Brown\brownjo01,25,FLA,D,12,0,0,0,-1,7,0.2,0,0,0,0,0,0,0,2,0.0,150,12:30,10,25,0,0,
95,Pavel Buchnevich\buchnpa01,23,NYR,LW,41,11,10,21,-4,4,2.3,6,5,0,0,8,2,0,59,18.6,592,14:26,14,33,6,15,28.6
96,Michael Bunting\buntimi01,23,ARI,LW,5,1,0,1,0,2,0.2,1,0,0,0,0,0,0,5,20.0,48,9:33,1,6,0,0,
97,Andre Burakovsky\burakan01,23,WSH,LW,53,7,9,16,-5,12,1.0,6,1,0,2,9,0,0,66,10.6,597,11:16,26,28,7,12,36.8
98,Erik Burgdoerfer\burgder01,30,OTT,D,4,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,2,0.0,43,10:40,0,16,0,0,
99,Brent Burns\burnsbr01,33,SJS,D,59,11,53,64,13,26,10.3,5,5,1,5,34,16,3,224,4.9,1467,24:52,88,60,0,0,
100,Will Butcher\butchwi01,24,NJD,D,58,4,18,22,-7,4,4.0,3,1,0,1,7,11,0,83,4.8,1117,19:15,55,31,0,0,
101,Chris Butler\butlech01,32,STL,D,12,1,1,2,4,0,1.1,1,0,0,0,1,0,0,9,11.1,171,14:14,16,13,0,0,
102,Dustin Byfuglien\byfugdu01,33,WPG,D,37,4,26,30,4,58,5.2,3,1,0,1,11,15,0,105,3.8,904,24:26,46,65,0,0,
103,Paul Byron\byronpa01,29,MTL,C,36,10,9,19,9,6,2.5,9,0,1,3,8,0,1,63,15.9,543,15:05,28,76,12,23,34.3
104,Drake Caggiula\caggidr01,24,TOT,LW,45,10,7,17,-7,23,1.5,9,0,1,2,7,0,0,80,12.5,652,14:29,24,120,13,25,34.2
104,Drake Caggiula\caggidr01,24,EDM,LW,29,7,4,11,-8,16,1.0,6,0,1,2,4,0,0,49,14.3,407,14:03,17,79,4,11,26.7
104,Drake Caggiula\caggidr01,24,CHI,LW,16,3,3,6,1,7,0.5,3,0,0,0,3,0,0,31,9.7,244,15:17,7,41,9,14,39.1
105,Ryan Callahan\callary01,33,TBL,RW,43,6,9,15,7,14,1.6,5,1,0,2,8,0,1,59,10.2,487,11:19,22,65,6,14,30.0
106,Matt Calvert\calvema01,29,COL,LW,58,8,13,21,-7,47,1.3,7,1,0,0,11,1,1,103,7.8,815,14:03,38,86,34,44,43.6
107,Kyle Capobianco\capobky01,21,ARI,D,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,32,16:05,2,2,0,0,
108,Paul Carey\careypa01,30,OTT,C,5,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,1,0.0,46,9:08,2,2,1,3,25.0
109,Brandon Carlo\carlobr01,22,BOS,D,50,1,3,4,7,35,3.6,1,0,0,0,3,0,0,71,1.4,1039,20:47,59,98,0,0,
110,John Carlson\carlsjo01,29,WSH,D,58,9,43,52,17,28,8.2,8,1,0,0,22,21,0,132,6.8,1468,25:19,126,35,0,0,
111,Gabriel Carlsson\carlsga01,22,CBJ,D,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,9,9:21,0,0,0,0,
112,Ryan Carpenter\carpery01,28,VEG,C,49,4,9,13,-8,2,0.6,3,0,1,0,8,0,1,72,5.6,617,12:36,16,85,124,118,51.2
113,Daniel Carr\carrda01,27,VEG,LW,6,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,11,9.1,59,9:50,3,9,0,0,
114,Connor Carrick\carrico01,24,DAL,D,14,1,3,4,-7,13,0.4,1,0,0,0,3,0,0,16,6.3,179,12:49,11,5,0,0,
115,Sam Carrick\carrisa01,26,ANA,C,5,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,4,0.0,49,9:51,0,12,13,12,52.0
116,Trevor Carrick\carritr01,24,CAR,D,1,0,0,0,-1,5,0.0,0,0,0,0,0,0,0,0,,11,11:29,1,1,0,0,
117,William Carrier\carriwi01,24,VEG,LW,48,8,1,9,-1,20,1.1,8,0,0,1,1,0,0,81,9.9,472,9:50,13,247,0,0,
118,Jeff Carter\carteje01,34,LAK,C,52,10,15,25,-15,28,1.9,5,5,0,1,7,7,1,128,7.8,954,18:21,24,57,413,383,51.9
119,Colby Cave\caveco01,24,TOT,C,29,1,4,5,-4,8,0.1,1,0,0,0,4,0,0,29,3.4,343,11:49,8,31,101,110,47.9
119,Colby Cave\caveco01,24,BOS,C,20,1,4,5,-1,8,0.3,1,0,0,0,4,0,0,18,5.6,264,13:11,5,22,75,86,46.6
119,Colby Cave\caveco01,24,EDM,C,9,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,11,0.0,79,8:46,3,9,26,24,52.0
120,Cody Ceci\cecico01,25,OTT,D,54,5,14,19,-19,10,2.7,5,0,0,1,14,0,0,92,5.4,1219,22:34,108,75,0,0,
121,Peter Cehlarik\cehlape01,23,BOS,LW,13,4,2,6,2,4,0.9,3,1,0,1,2,0,0,19,21.1,172,13:13,5,3,0,4,0.0
122,Erik Cernak\cernaer01,21,TBL,D,35,2,7,9,15,21,3.1,2,0,0,0,7,0,0,63,3.2,649,18:32,47,122,0,0,
123,Thomas Chabot\chaboth01,22,OTT,D,50,11,33,44,3,24,7.4,9,1,1,2,21,12,0,139,7.9,1203,24:04,86,58,0,0,
124,Michael Chaput\chapumi01,26,MTL,C,32,0,5,5,-4,14,-0.1,0,0,0,0,5,0,0,31,0.0,359,11:13,17,53,124,120,50.8
125,Zdeno Chara\charazd01,41,BOS,D,40,3,6,9,6,35,3.8,2,1,0,2,5,1,0,62,4.8,841,21:01,65,50,0,0,
126,Rourke Chartier\chartro01,22,SJS,C,13,1,0,1,-5,2,-0.2,1,0,0,0,0,0,0,19,5.3,122,9:24,3,14,34,51,40.0
127,Ben Chiarot\chiarbe01,27,WPG,D,55,4,9,13,7,44,3.9,4,0,0,1,8,0,1,73,5.5,1012,18:24,82,114,0,0,
128,Alex Chiasson\chiasal01,28,EDM,RW,49,17,10,27,-2,20,3.3,10,6,1,0,5,5,0,81,21.0,821,16:46,21,58,6,10,37.5
129,Dennis Cholowski\cholode01,20,DET,D,52,7,9,16,-20,16,2.2,3,4,0,1,4,5,0,71,9.9,949,18:15,50,18,1,0,100.0
130,Jakob Chychrun\chychja01,20,ARI,D,36,3,9,12,-10,22,2.7,1,2,0,0,7,2,0,85,3.5,729,20:15,53,49,0,0,
131,Filip Chytil\chytifi01,19,NYR,C,56,10,9,19,-15,6,1.4,8,2,0,2,6,3,0,97,10.3,784,14:00,19,19,33,64,34.0
132,Anthony Cirelli\cirelan01,21,TBL,C,59,11,12,23,14,27,2.6,7,0,4,4,11,1,0,92,12.0,871,14:45,38,68,372,337,52.5
133,Casey Cizikas\cizikca01,27,NYI,C,51,15,10,25,21,28,4.2,14,0,1,2,9,0,1,79,19.0,686,13:27,42,77,343,336,50.5
134,Fredrik Claesson\claesfr01,26,NYR,D,27,2,3,5,2,9,1.6,2,0,0,0,2,0,1,33,6.1,475,17:35,31,57,0,0,
135,Adam Clendening\clendad01,26,CBJ,D,4,0,0,0,1,0,0.1,0,0,0,0,0,0,0,3,0.0,43,10:39,3,1,0,0,
136,Kyle Clifford\cliffky01,28,LAK,LW,48,7,6,13,6,39,1.7,7,0,0,2,6,0,0,73,9.6,459,9:34,14,69,3,2,60.0
137,Connor Clifton\cliftco01,23,BOS,D,9,0,0,0,2,11,0.5,0,0,0,0,0,0,0,6,0.0,157,17:27,7,17,0,0,
138,Cal Clutterbuck\cluttca01,31,NYI,RW,52,6,10,16,5,38,1.7,4,2,0,2,10,0,0,62,9.7,710,13:40,25,142,13,15,46.4
139,Braydon Coburn\coburbr01,33,TBL,D,53,3,11,14,4,24,3.1,3,0,0,0,11,0,0,83,3.6,860,16:14,47,59,0,0,
140,Andrew Cogliano\coglian01,31,TOT,LW,58,4,10,14,1,20,0.9,3,1,0,1,10,0,0,82,4.9,757,13:03,16,52,7,15,31.8
140,Andrew Cogliano\coglian01,31,ANA,LW,46,3,8,11,2,14,0.7,2,1,0,1,8,0,0,64,4.7,609,13:15,13,43,7,13,35.0
140,Andrew Cogliano\coglian01,31,DAL,LW,12,1,2,3,-1,6,0.2,1,0,0,0,2,0,0,18,5.6,147,12:17,3,9,0,2,0.0
141,Ian Cole\coleia01,29,COL,D,53,1,9,10,4,94,2.5,1,0,0,0,9,0,0,63,1.6,1087,20:31,137,84,0,0,
142,Blake Coleman\colembl01,27,NJD,C,55,18,11,29,-2,38,3.6,15,1,2,3,10,0,1,155,11.6,899,16:21,28,153,95,114,45.5
143,Blake Comeau\comeabl01,32,DAL,RW,55,6,4,10,-11,22,0.4,6,0,0,2,4,0,0,64,9.4,845,15:22,28,154,20,28,41.7
144,J.T. Compher\comphj.01,23,COL,LW,42,12,11,23,-4,27,2.2,6,3,3,2,7,4,0,77,15.6,707,16:49,27,18,207,194,51.6
145,Max Comtois\comtoma01,20,ANA,LW,10,2,5,7,3,7,0.8,2,0,0,1,5,0,0,9,22.2,146,14:35,3,27,3,8,27.3
146,Cory Conacher\conacco01,29,TBL,LW,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,9,8:35,0,0,0,0,
147,Erik Condra\condrer01,32,DAL,RW,6,1,0,1,-2,2,0.1,1,0,0,0,0,0,0,10,10.0,76,12:41,1,3,0,1,0.0
148,Kevin Connauton\connake01,28,ARI,D,41,1,6,7,2,22,3.0,1,0,0,0,4,0,2,69,1.4,770,18:47,64,76,0,0,
149,Brett Connolly\connobr01,26,WSH,RW,59,13,17,30,1,18,2.9,12,1,0,3,16,1,0,92,14.1,798,13:32,19,35,7,17,29.2
150,Kyle Connor\connoky01,22,WPG,LW,59,22,22,44,-3,14,5.0,14,7,1,3,18,4,0,170,12.9,1142,19:21,13,7,1,0,100.0
151,Andrew Copp\coppan01,24,WPG,C,46,6,10,16,13,4,2.0,5,0,1,2,10,0,0,51,11.8,550,11:57,24,50,107,87,55.2
152,Nick Cousins\cousini01,25,ARI,C,58,6,17,23,-5,21,2.2,6,0,0,1,15,2,0,105,5.7,794,13:41,37,89,154,168,47.8
153,Logan Couture\coutulo01,29,SJS,C,59,21,32,53,3,10,5.7,16,4,1,3,24,8,0,138,15.2,1103,18:42,41,41,210,238,46.9
154,Sean Couturier\coutuse01,26,PHI,C,57,24,30,54,3,18,6.4,17,6,1,2,22,8,0,157,15.3,1248,21:53,44,32,521,395,56.9
155,Charlie Coyle\coylech01,26,MIN,C,59,10,18,28,1,16,2.7,8,1,1,2,16,2,0,110,9.1,1008,17:05,44,59,223,260,46.2
